userName,score,at,Ulasan,Sentimen Widi,Sentimen Nanda,"Sentimen Dra. UMI KOLISOH, M.Pd",Sentimen,Keterangan:
alfian permata,1,2021-12-20 18:54:00,"mohon segera dibenahi sinyal 4G nya, kmrin saya pakai hp Xperia 4G lancar, skrg pakai hp xperia sinyal H+ trus. Kalau pakai iphone sinyal LTE , apa ada kendala di band atas ya ? Tlg sgra dibenahi. Krna udah nyoba pakai kartu 3 dan sinyal nya muncul 4G trus ,baik iphone/sony. trims semoga segera pulih sinyal Xl",3,3,3,0,
Arum Azahra,1,2021-12-20 18:45:00,"Mohon dr pihak xl keluhan pengguna cepat di tanggapi , sudah sebulan sy mengalami jaringan xl yg lemot nya minta ampun , sy coba tanya ke maya , tp tdk membantu sama sekali , sy chat maya ' chat live agent ' ya begitulah ditanyai kendala kendala apa yg terjadi trus disuruh melengkapi pertanyaanÂ² yg diberikan maya , tetapi pada saat sy selesai melengkapi pertanyaanÂ² itu , kenapa pihak maya meninggalkan sesi chat??? , udah kecewa banget sy ini , jaringan lemot , chat live juga seperti itu, duh",1,1,1,-1,
Tutorial Singkat,1,2021-12-20 16:44:00,jaringan buruk. sudah coumplaint tiap hari selama 4 bulan tapi hasilnya nihil... paketnya murah tapi disesuain sama jaringan yg sering putus2. call 817 dan DM fb percuma. *****939291,1,1,1,-1,
reyhesfa balhendinho,1,2021-12-20 10:23:00,"Izin lagi ni ada buug keknya,ni tadi barusaja saya top up di XL ya,beli UC PUBG dan tidak terkerim padahal saya sudah mengikuti prosedur yg ada ini bukti nya yg malah terkirim di sms. Selamat! Anda telah berhasil mendapatkan PUBG Mobile dari 60 UC. Voucher Anda adalah: VQLQTJ6y2t2736a1U5. CS: XL 817/AXIS 838. Nah ini yg terkirim dan nominal nya Rb15,000,walaw hanya sedikit nominal jya tapi tetap meresah kan,dan sekali lagi UC saya tidak bertambah sama sekali,jika berkenan lembalikan pulsa saya.",1,1,1,-1,
Israel Noman,1,2021-12-20 10:18:00,"Sudah bagus sih, paketnya murah"" cuman yang jadi masalahnya hari ini kenapa waktu saya mau beli paket yang biasa saya beli kol tidak ada ya di daftar. Ayolah, saya sudha bersabar pakai ni kartu XL jaringannya sering parah lagi. Pokoknya kembalikan paket yang biasa saya beli. Udah capek"" isi pulsa eh malah ngecewain. KEMBALIKAN PAKET YANG BIASA SAYA BELI Makasih.",1,1,1,-1,
Andrew,1,2021-12-19 9:02:00,"XL makin kesini makin ga jelas,beli kouta ada bonus 2GB,bonus nya hilang entah kemana,komplain ke Maya dari myXL ga ada solusi,komplain telpon ke CS nya bilangnya ada,tapi di apk nya ga ada sama di *123# juga ga ada bonusnya....cape komplain tiap bulan masalah kaya gini trus.....",1,1,1,-1,
Isnan Muslimin,4,2021-12-19 8:11:00,"Kalau soal apk gak ada keluhan apknya bagus juga promo kuotanya lumayan memuaskan,. Tapi saya mau tanya kenapa saat jam 9 pagi sampai jam 10 pagi jaringannya selalu E?, Bukan hanya saya tapi semua teman saya mempunyai keluhan yg sama. Sekian",3,3,3,0,
Ulil Albab,1,2021-12-19 6:26:00,"Kenapa kouta utama saya berkurang ketika nonton youtube. Padahal saya masih punya kouta unlimited youtube, facebook dan intragam. Dan juga sinyal xl didaerah saya sekitar semarang sering mengalami masalah sekarang padahal dulu baik baik saja. Mohon direspon...",3,3,3,0,
Endi Sugandi,1,2021-12-19 5:49:00,"Keluahan pengguna tolong cepat ditanggapi, sebelum saya dan teman kami di sini benar"" kecewa dengan pelayanan yang diberikan XL, terutama di masalah jaringan internet nya, yang lain nya sudah cukup, kami gak butuh promo kartu baru kuota besar kalau jaringan internet nya Lag/Bug kayak gini, tolong prioritaskan kami sebagai pengguan setia XL, jaga kenyamanan bersama, kami disini beli kuota dan tidak mempermasalahkan itu, kami ingin hanya di jaringan internet nya aja harus OK Ping nya tinggiðŸ™ðŸ¼",3,3,3,0,
Rika Endari,1,2021-12-19 5:30:00,"Kenapa sekarang signal XL makin buruk ya? Signal SOS trus, sekali nya signal 4G tapi tetap lemot, sudah dicoba restart hp, dicoba mode pesawat tetap saja hasilnya lemot. Apakah sedang ada perbaikan system atau bagaimana? Padahal sebelumnya signal selalu bagus, tolong bantuannya agar signal bagus dan cepat kembali. Lokasi saya ada di Jawa Barat kab. Subang Kec. Purwadadi Desa Purwadadi Timur Dsn. Tumaritis",1,1,1,-1,
Abi Azis,1,2021-12-19 3:22:00,"Jelek amat sih seperti nya aku akan pindah operator telkomsel aja .biar gak ribet. emang nya sinyallo kenapa jelek xl saya mohon diperbaiki...,...",1,1,1,-1,
Yusup Supriadi,1,2021-12-19 2:36:00,parah aplikasinya ga bisa buat daftar paket internet .....perbaiki dong aplikasinya.....kondisi udah diupdate no aktif...apalagi coba......tpi msh aja tetep ga bisa dibuka.....ampuuuuuuuun dah aaaah...aaaah,1,1,1,-1,
June Reizha,1,2021-12-19 22:28:00,"Sudah 3x saya complain dan buat laporan mengenai perihal data saya yang tidak sesuai pada aplikasi My XL namun tetap saja tidak ada perubahan dan perbaikan sama sekali.. selalu saja di infokan menunggu, clear chace, hapus data, logout, reinstall namun hasilnya tetap nihil !! Perihal semudah itu saja kenapa bisa begitu sulit sekali.. belum lagi dengan jaringan & koneksi data yang selalu saja trouble.. kalau seperti ini saya jadi berfikir untuk stop saja menjadi pelanggan XL Prioritas ini !!",1,1,1,-1,
Andri Meidianto,1,2021-12-19 21:25:00,XL ini gimana sih saya punya pulsa 10.000 terus saya beli paket 7 hari 8800 enggak bisa bisa alasan nya gagal. Terus akhir kuota kemakan terus sampai sekarang tinggal 3000. Tolong ya XL jangan kayak gitu dong masa makanin kuota.... Parah banget .... Udah gitu paketnya mahal banget lagi. Saya kapok pake ini pulsa. Makanin kuota mulu,1,1,1,-1,
Aura Kirana,1,2021-12-19 1:53:00,xl emg gillaa . bisa2nya kmaren baru beli kuota .. skg udah gabsa kepake . tba2 ngilang . malah balik ke paket awal . gmna si iniii !!!!!!! rugiiiiiiii kalo gni caranya,1,1,1,-1,
Ari Ahmad,1,2021-12-19 17:01:00,"XL ancenTaikk ,gk konsisten dengan paket yg disediakan, kayak hantu aja ,kdg ada kdg gak ada , yg paket biasa aja hargany gk ngotak ,tolong kasihlah paket 1bln yg terjangkau",1,1,1,-1,
Salim bae oug,1,2021-12-19 15:15:00,"dulu xl gak lemot kaya sekarang pdahal kouta baru sinya 4g tpi buat internetan lemot bnget, udah cape sama XL sinyal lemot terus,makasih ya untuk selama ini good bye,mah pindah ke yang lain aja",1,1,1,-1,
Andri FH,5,2021-12-19 13:13:00,"aplikasi sangat membantu saya dalam pengecekkan: 1. nomor telepon pribadi 2. cek pulsa mudah 3. cek masa aktif mudah 4. cek paket mudah dan simple, penjelasan kuota2nya sangat dimengerti. 5. bisa beli paket dan mudah dalam pencarian paketnya thanks XL Axiata semoga Maju Dan Jaya Xlalu",2,2,2,1,
indah Ponsel,1,2021-12-19 12:16:00,Baik jaringan/signal sangat susah didaerah Tanjung Morawa Sumatera Utara...namun ketika dikota Medan gak ada masalah....artinya XL belum menjangkau setiap daerah padahal bukan dipelosok banget daerah saya ini,1,1,1,-1,
Tri Sulistiyowati,1,2021-12-19 12:15:00,"XL kaya mana sih? Dulu2 lancar tanpa hambatan, sekarang saat sy malah pindah no xl malah sulit sekali jaringannya, sinyal 4G sering 2strip sj. Snga tdk nyaman dan mnghambat aktivitas sekali. Gmn nih xl solusinya?",3,3,3,0,
Viny Vhiny,1,2021-12-19 0:49:00,parah xL... tak bisa buka... sekali masuk ke internet jaringan internet anda di blokir. padahal baru isi. 40gb. makin ke depan makin buruk aja... jaringan juga sering urgent.... untung kaga.... rugi PASTI,1,1,1,-1,
Fauzy Nafarin,2,2021-12-18 8:39:00,"Udah di update beberapa kali, tapi sampai sekarang gabisa ngambil bonus scan vocher, padahal 2bulan yang lalu selalu bisa, kenapa baru baru ini gabisa??? Udh 3 kali isi scan vocher lohhh, pen ngambil 3 bonus itu, tapi sampai sekarang tetap gabisa ... Hmm... Gimana nichhhhh ??? -,,,-",3,3,3,0,
triani _agustina95,2,2021-12-18 4:56:00,"Apk nya sdh bbrpa hari ini td bs digunakan. Sllu muncul tulisan ""myXl tdk menanggapi, bla bl bla"". Sudh install ulang, restrt hp, hapus cache ttp tdk bs digunakan. Smoga bs mjd catatan untuk perbaikan kdepannya",3,3,3,0,
Agung Fadilah Rizki,3,2021-12-18 17:56:00,Sekarang lebih baik kak. Tp lebih stabil saat di buat koneksi haringan di H+. Untuk di kota malang daerah blimbing dan dinoyo 4G nya masih kurang stabil.,2,2,2,1,
Kikii Yubikiri,1,2021-12-18 17:39:00,"admin tolong ini aplikasi nya tidak dapat di buka,ada tulisan dalam proses perbaikan,dan saya suruh hubungi 817 katanya suruh update kok di sini gk bisa di update tolong perbaiki segeraðŸ™ðŸ™",1,1,1,-1,
Ahmad Jaenudin,1,2021-12-18 15:38:00,Jaringan full 4G Tapi busuk tidak mau ngangkat loading mulu. Jaringan sangat busuk di daerah ciomas bogor. Perbaikilah karna sia sia saya beli quota !!!,1,1,1,-1,
Rian Murdi,1,2021-12-18 14:59:00,"Sudah 1minggu kartu XL ku sinyal nya ilang ilangan bahkan klo di rumah kaga ada sinyal tanda X klo di luar mendingan tolong dong di perbaiki untuk pihak XL, paket data banyak jadi ga kepake gara gara sinyal tanda X",1,1,1,-1,
Surya hadi Syahputra,5,2021-12-18 12:29:00,kartu XL memang kartu andalan ... ibarat pemain cadangan tp bermanfaat.. di saat Telkomsel sering ngadat dan macet jaringannya.. ampun pakai Telkomsel.. tp XL bisa menggantikan jaringan tersebut.. mantap XL.. walaupun kamu cadangan tp bermanfaat disaat yg tepat,2,2,2,1,
Egg All,5,2021-12-17 8:54:00,"Selama penggunaan yang sudah kurang lebih 5th saya puas, terlebih ketika ada info pengaduan masalah (dilayani dengan baik serta cepat dan tanggap).. nice good",2,2,2,1,
Todi Kusuma,1,2021-12-17 8:38:00,Tolong perbaiki systemnya. Paketan habis harusnya internetnya di stop jangan langsung potong pulsa. Tiba2 Pulsa sudah kesedot 10 - 20rb. Setiap ada pulsa pasti habis ga jelas,3,3,3,0,
Muhammad Raihan Lubis,3,2021-12-17 7:21:00,Saya cukup puas dengan maya merespon tanggapan dan customer servis telp. Tetapi yang membuat saya tidak puas adalah ketika membeli plan/bosteers -prio apps bagian prio komplit selalu gagal dari apk ini. Ingin nya itu ketika beli langsung berhasil saya uda coba lebih dari 6 kali buat pembelian selalu gagal. Gak tau problem dari mana sementara beli bagian apk lain selalu berhasil dengan cepat. Saran saya yang begini harus segera di perbaiki soal pembelian supaya tdak ad lagi yng kecewa seprti saya,3,3,3,0,
Captain Morgan,1,2021-12-17 6:35:00,"baru 1 hari loh pake xl padahal sinyal udh enak bnget, tpi ko besok nya langsung gabisa internetan?, saya baru aja beli loh blom ada 1 minggu ga mungkin kuota saya abis",3,3,3,0,
Rendy Andriansyah,3,2021-12-17 6:09:00,"Sinyal XL kenapa selalu menurun gak seperti dulu, lancar lancar aja. Tapi sekarang malah sering lag ketika main game online. Mohon di perbaiki untuk kenyamanan pelanggan. Terima kasih",3,3,3,0,
Riski Romadhon,2,2021-12-17 4:53:00,Ini data saya di berhentikan kenapa yah ada orang yang tidak bertanggung jawab mengaku dari XL yang memberhentikan paket XL esktra combo 30 hari min cara biar semula lagi katanya suruh beli paketan 50ribu apa kah benar min? Gimana min cara mengembalikan paket yang terhenti?,3,3,3,0,
Shireen Safia Azhar,2,2021-12-17 17:13:00,"Beberapa trakhir ini jaringan nya sering error klo sya ada d rumah .. jaringan internet nya E trus ilang , padahal sblum2 nya masih bagus .. udah hub xL care & coba bbrapa cara yg d ksih tau oleh admin ny , tetep aja error .. Makin ksini , bukan nya makin bagus tpi makin gak jlas .. Mau pindah aja ke provider lain ..",1,1,1,-1,
Yoel Hutagalung,1,2021-12-17 16:20:00,Untuk beberapa bulan ini XL jaringan lemot parah tidak di mana mana pasti lemot.saya mengunakan XL SUDAH LAMA BARU BEBERAPA BULAN INI PARAH DAN LEMOT.Tolong kebijakan nya untuk jaringan tidak mengecewakan custemer nya mohon maaf apa bila ada tutur kata tidak sepantas nya.TERIMA KASIH AGAR ADA TINDAKAN UNTUK PELAYANAN NYA.,1,1,1,-1,
Hanafi Nur Obiyansa,1,2021-12-17 15:16:00,"Jelek banget, sinyal nggk pernah stabil... Minta tolong lah, kualitas sinyal internet diperbaiki lagi, masa dpake main game lngsung otomatis turun ke HSDPA atau 3G, sama aja nggk bisa dipake jalan gamenya... Pengen stay di xl karena paket yg lengkap dan cocok buat banyak orang, tpi kalo sinyal bgini harus mikir mikir lagi kayaknya",1,1,1,-1,
Hendro papilaya,2,2021-12-17 14:26:00,Padahal udah lama pakai xl dan biasanya pakai paket yang dibagi 2 sama paket YouTube.. tapi kok akhirÂ² ini play diyoutube udah gak kepake kuota YouTube nya.. malah kemakan kekuota utamanya.. gimana ya pihak xl.. kan kita rugi kalo beli paket internet dan YouTube nya.. padahal tujuannya agar bisa nikmatin paket YouTube nya juga,1,1,1,-1,
Siti Maesaroh,2,2021-12-17 13:58:00,halo ka saya mau tanya ko akhir2 ini XL kurang bagus ya saya udah beli 10 ribu buat di paketin tapi pas mau bayar pulsa saya berkurang tapi paketan nya blom masuk tolong ya di benerin XL nya TOLONG biar saya bisa menggunakan nya enak...saya udah beli pulsa tapi selalu aja ada masalahðŸ˜­ðŸ˜­ðŸ™ðŸ»,1,1,1,-1,
husnul fikri simatupang,3,2021-12-16 6:40:00,"Over all bagus, tapi belakangan ini, sering terjadi ngebug disaat mau aktifkan paket bonusnya, sudah berulang dicoba tetap ngebug. Jadi tolong diperbaiki aja",2,2,2,1,
Andhika Fauzi Saepudin,1,2021-12-16 18:07:00,"saya dapet bonus kuota 10gb (1gb nation + 9 regional) 3 hari setelah isi 100k, karna udah dapet kuota saya gadulu beliin tuh pulsa karna udh pake pengaman pulsa biar gk kepake. setelah 5 jam saya cek pulsa syaa jd 27k astaga kesel banget asli",1,1,1,-1,
Dewi kim,2,2021-12-16 15:21:00,"Apa nih maksudnya,XL? Aku beli 2x kartu perdana yang 28 GB isinya malah 18GB..biasanya gak pernah gini.. Jadi rugi gak sih ini..rugi 10 GB 2x.. Udah gitu jaringannya sekarang agak lelet akhir2 ini bikin emosi padahal jaringannya full..rasanya pengen tetep kasih bintang 2 aja..sorry tapi emang aku kesel banget..",1,1,1,-1,
Rizky Nurhandy,5,2021-12-16 11:25:00,"Woi....pindah ke live.on aja,,,,,, jaringan xlnya lebih kenceng d situ, koutanya jga lebih gede.......... Cobain dah jauh lebih murahhhhhhh... Dri pda sisa pulsa lu tau"" Ilang, mending beli full kouta aje................ðŸ¤‘ðŸ¤‘",3,3,3,0,
Nurman Susanto,1,2021-12-16 0:42:00,Aplikasi merugikan. Pulsa otomatis terpotong jika tidak aktifkan kuota. Padahal saya internet pakai wifi dan paket kuota pakai provider lain. Dalam 2-4 hari pulsa dari 25rb jadi 2rb. Hati2,1,1,1,-1,
George Everest Evan,1,2021-12-15 9:42:00,"XL ini nggak bagus, pantasan orang pada ganti provider lain. Akun saya sudah 2 kali diblokir sama pihak XL, padahal jatah kuota saya itu masih sampai bulan januari 2022. Bagaimana ini solusinya? Sudah bayar 700 ribu udah 2 kali blokir. Bagaimana ini solusinya???",1,1,1,-1,
Bagus Suluharto,1,2021-12-15 7:52:00,"Deskripsi paket nya menipu! Katanya kalau beli paket yg sama sebelum masa aktif paket habis, kuota nasional diakumulasi. Sisa kuota paket saya masih 20GB an, barusan beli paket yg sama, sisa kuota akumulasi cuma 1GB??!! GIMANA INI???",1,1,1,-1,
Remonstar Official,2,2021-12-15 7:50:00,"Sore... Aku kasih â­â­. Kenapa aku kasih â­â­, karena setiap aku beli pulsa Rp. 100.000 ke atas selalu ada potongan/berkurang pulsa. Padahal kuota saya masih banyak. Dan saya sudah coba juga di saat isi prabayar pulsa data internetnya saya matikan tetapi tetap sama Pulsa saya berkurang/terpotong..l Harusnya kalau saya boleh saran pelanggan/pengguna setia XL dikasih reward dan bonus. Bukan di kasih kekecewaan. Mungkin itu saja kritik beserta saran saya yang bisa disampaikan Terima kasih. Selamat sore",3,3,3,0,
taufik akbar,1,2021-12-15 5:57:00,"Gila signal xl down terus. Bikin gw pengen berpaling ke operator lain. Padahal gw pelanggan setia xl dari jaman bebas dan jempol. Sudah berapa tahun itu min gw pake xl? Masa signal nya down terus. Mana klo telepon biasa bikin salah persepsi terus gw sama client gegara signal xl down, masa iya kudu gw nelpon wa sih ke client! Tolong dong dibenerin signalnya. Di tempat usaha gw daerah warnasari-cilegon-banten dan dirumah gw komplek pci-harjatani-banten. Tolong min",1,1,1,-1,
Sahrull 12,1,2021-12-15 5:07:00,Dasar pemborosan uang orang..membuat pelayanan yang buruk. Pulsa saya hilang dan hangus dan terpotong sampai nol. Padahal saya masih mempunyai kuota aktif. Saya sudah aktifkan fitur agr pulsa tidak tertarik penggunaan di luar. Dan malah pas saya check semua pulsa saya hangus jancokkkkk....,1,1,1,-1,
Adi Gunadi,1,2021-12-15 3:18:00,"Satu dulu klo bisa stengah saya kasi bintang, sinyak jelek, tidak pernah bagus, tolong di perbaiki kalo mau di kasi rate tinggi, makin lama makin ancur sinyal xl",1,1,1,-1,
Mohammad Nashrullah,1,2021-12-15 22:02:00,"Pake XL PRIORITAS BEBAN BNGET BNGKE. Saldo kepotong gak jelas. Beli pulsa masuknga kmna g jelas. Hitory transaksi ga ada. Beli paket prioritas deposite masuknya kmna g jelas. Percuma paket mahal"" tapi nyusahin. 300k diembat Maya live chat jg gk da solusi. APK PENIPU. Aplikasi burik. Jelek banget.",1,1,1,-1,
Halim Putra28,1,2021-12-15 11:09:00,"Makin ke sini makin gx jelas xl sumpah sinyal internet lemot nya minta ampun gx bisa di gunakan sama sekali padahal bru isi kuota,mode pesawat udh restart hp udh, pindah jaringan dri 2g 3g udh, ubah VPN udh,live chat MAYA PUN sudah plh gx ada respon dri maya yg bener dong masa profaider besar kayak gini sinyal nya payahh",1,1,1,-1,
MARDIANSYAH PUTRA,1,2021-12-14 9:37:00,"Pengalaman saya berdasarkan deskripsi dan penjelasan mengenai aplikasi MyXL tidak seperti yang saya duga dan tidak seperti yang saya kira. Saya membeli kartu perdana SUPER NGOBROL, dan mendapatkan bonus berupa kuota internet, dan gratis menelpon. Setelah unduh aplikasi MyXL, saya ingin mendapatkan yang lebih seperti kuota, Smartphone atau yang lainnya, terjadi kesalahan oleh si siapa??? Begitulah ulasan dari saya mengenai aplikasi MyXL yang di sediakan oleh provider XL-axiata Tbk?",3,3,3,0,
Yazh Nugraha,1,2021-12-14 7:35:00,"Jaringan XL makin ga ada harga nya,lemot banget,4g Uda tapi masi lemot, pas tes jaringan sampai 100kb,pas di coba buat youtube ga nyampe 30kb,masa sinyal 3g lebih bagus,ya bagus cuma di kecepatan unduh sama unggahan nya,ping untuk main game malah sama aja, buruknya keterlaluan,saya sudah pake cara apapun (mode pesawat, restart,dm lu ga di jawab,ganti APN,ganti ke divice lain) sama aja, sekiranya kalau di daerah saya tidak cukup sinyal maka hilangkan saja kartu jelek ini, percuma beli ga bisapkai",1,1,1,-1,
khien ChN,3,2021-12-14 5:30:00,Tolong di tambah dan diperhatikan pelanggan yg ada di desa...karena kadang kalo di desa diluar rumah ada sinyal..eh masuk rumah ada sinyal tapi internet gk bisa...,3,3,3,0,
Fahreza Liansyah,1,2021-12-14 17:04:00,"tolong jaringan XL, jangan ketika saya nge-game jaringan Berubah menjadi 3G ketika lihat yang Ig jaringan 4G kencang pula lagi ke racing, hp saya rusak gara"" jarigan anda.",1,1,1,-1,
Ricky Snapshot,2,2021-12-14 15:39:00,Habis update kok malah lemot & force close terus ya?? Jangan suruh saya hubungi CS atau apapun. Apa gunanya kolom komentar di google play kalau tidak langsung di follow up.,1,1,1,-1,
nnztan_,5,2021-12-14 14:46:00,"Gak tau kenapa tapi akhir akhir ini pas aku mau beli kouta pasti selalu ngelag, tapi ini aplikasinya bagus kok gampang lagi jadinya beli paketan terus harganya juga terjangkau pokoknya bagus deh, cuman tolong ya kak kasi tau kenapa xl akhir akhir ini bisa lag banget pas beli kouta hehe:)",2,2,2,1,
Yxgx Hrmwn,3,2021-12-14 13:54:00,"Jaringan sebenernya bagus di mana tempat aku selalu 4G only. Tapi terkadang koneksi internet terputus dan sangat menganggu saat kita dalam keadaan urgent kerja, tolong di perbaiki. Terimakasih",2,2,2,1,
Shuba Giyok,1,2021-12-13 8:19:00,"Eror gak bisa di buka , udah saya praktekin cara situ tapi tetep aja gak bisa, terus ada tulisanya ""aplikasi tidak menanggapi"" emang apk gak guna.",1,1,1,-1,
Sidiq Rahman,2,2021-12-13 6:39:00,"Xl sebenarnya aku suka, karena di daerah ku jaringan xl lebih maju di banding Telkomsel Hanya saja saya sudah bertahun tahun pakai xl tapi bonusnya dikit amat:( Kalau telkomsel bonusnya enak, paket unlimited 7 hari harganya cuman 7 ribu Walaupun bonus telkomsel nya tdk sering muncul tapi setidaknya bisa membuat senang penggunaannya Mohon di tindak lanjuti yah;)",3,3,3,0,
